epoch,accuracy,epoch_duration,loss,total_time,val_accuracy,val_loss
0,0.8174047470092773,93.27122926712036,2.168710947036743,93.29572129249573,0.8390800356864929,1.2701541185379028
1,0.8323426246643066,93.14178514480591,1.2347978353500366,186.43858933448792,0.8391824960708618,1.1322757005691528
2,0.8375307321548462,93.77747201919556,1.07100510597229,280.21810722351074,0.8512012362480164,1.0037153959274292
3,0.8472821116447449,94.10739183425903,0.9684337377548218,374.32627511024475,0.8554295301437378,0.9562276005744934
4,0.8530341982841492,98.95446109771729,0.9141224026679993,473.28286123275757,0.8514126539230347,0.9734207391738892
5,0.8590298891067505,94.60650897026062,0.8711405396461487,567.8900511264801,0.8708181381225586,0.9118822813034058
6,0.861931562423706,94.92200303077698,0.84927898645401,662.8128561973572,0.8638990521430969,0.9434129595756531
7,0.8680425882339478,94.80310916900635,0.8102003931999207,757.6175532341003,0.8739893436431885,0.8998380899429321
8,0.8730736970901489,94.79702877998352,0.76872318983078,852.4153621196747,0.8730219602584839,1.022916316986084
9,0.875446617603302,95.13041400909424,0.7429563403129578,947.5473592281342,0.880735456943512,1.0001451969146729
10,0.8768373727798462,95.09443926811218,0.7279567718505859,1042.642602443695,0.878025472164154,1.0319397449493408
11,0.8832464218139648,95.1693480014801,0.6784740090370178,1137.8135092258453,0.882087230682373,1.0454622507095337
12,0.8875821828842163,95.24387502670288,0.6380484700202942,1233.0581471920013,0.8862258791923523,1.0981273651123047
13,0.8942587971687317,95.28457975387573,0.5893809199333191,1328.343512058258,0.8918508291244507,1.061068058013916
14,0.9065849781036377,95.17114496231079,0.5151814818382263,1423.5166821479797,0.89774489402771,1.1025162935256958
15,0.9128610491752625,95.14148831367493,0.46694114804267883,1518.6589953899384,0.9022679328918457,1.214937448501587
16,0.9156842231750488,95.03749203681946,0.4375706613063812,1613.6972851753235,0.903792679309845,1.232127070426941
17,0.9094658493995667,95.24102807044983,0.46731942892074585,1708.939100265503,0.9032993912696838,1.2814229726791382
18,0.9239935278892517,95.22684001922607,0.37752702832221985,1804.166600227356,0.9058107733726501,1.2924026250839233
19,0.9266629219055176,95.18887901306152,0.3512543737888336,1899.357642173767,0.905234158039093,1.4760147333145142
20,0.9290807247161865,95.35266208648682,0.3293696641921997,1994.7109732627869,0.9074508547782898,1.445328950881958
21,0.9315882325172424,103.52515578269958,0.31074604392051697,2098.2368881702423,0.8999359607696533,1.6530407667160034
22,0.9326841831207275,99.84542202949524,0.2977548837661743,2198.08380317688,0.9085463285446167,1.6453644037246704
23,0.9375406503677368,104.61538887023926,0.2695101201534271,2302.701327085495,0.9079761505126953,1.6873515844345093
24,0.9216381907463074,103.23050665855408,0.3635091185569763,2405.9325540065765,0.9050227403640747,1.8128843307495117
25,0.9415943622589111,103.25796723365784,0.2424812614917755,2509.1919963359833,0.9072586297988892,1.7881841659545898
26,0.944270133972168,106.93551707267761,0.22744068503379822,2616.129076242447,0.9067973494529724,1.8630380630493164
27,0.9458163380622864,104.83990716934204,0.21608977019786835,2720.969711303711,0.9087385535240173,1.9568570852279663
28,0.9489295482635498,117.5579788684845,0.20073488354682922,2838.528536081314,0.9078352451324463,2.0107314586639404
29,0.951086163520813,111.03813290596008,0.1875540018081665,2949.5683541297913,0.904471755027771,2.025373697280884
30,0.9519866704940796,124.93546104431152,0.18137076497077942,3074.505384206772,0.9081811904907227,2.057187080383301
31,0.9546095728874207,173.8370702266693,0.16933855414390564,3248.345252275467,0.9049842953681946,2.1994452476501465
32,0.9549508094787598,171.164076089859,0.16378901898860931,3419.5118153095245,0.9090460538864136,2.1899311542510986
33,0.9592512845993042,172.56717109680176,0.14838430285453796,3592.0819442272186,0.9097763895988464,2.205087423324585
34,0.9610939025878906,166.50970602035522,0.1402808278799057,3758.5939602851868,0.9100518822669983,2.2380707263946533
35,0.9619334936141968,169.13086414337158,0.13566511869430542,3927.72598028183,0.9101735949516296,2.2584450244903564
36,0.953289270401001,168.75203609466553,0.18234646320343018,4096.479199409485,0.8986994624137878,1.7042059898376465
37,0.9660801291465759,167.07165694236755,0.12096306681632996,4263.553095340729,0.909974992275238,2.522857904434204
38,0.9701563119888306,166.31913709640503,0.10394629091024399,4429.8739361763,0.9102312922477722,2.6222848892211914
39,0.9714877605438232,1644.9933547973633,0.10035732388496399,6074.868403196335,0.9054840207099915,2.475580930709839
40,0.9724186658859253,163.09155893325806,0.09594257175922394,6237.962606191635,0.9097635746002197,2.661562919616699
41,0.9742180109024048,163.29219460487366,0.08849330991506577,6401.256458997726,0.9093279242515564,2.6613242626190186
42,0.9729570150375366,164.34092020988464,0.09269995242357254,6565.599086284637,0.9048305749893188,2.8170886039733887
43,0.9754581451416016,167.10703897476196,0.08421395719051361,6732.70881319046,0.9101992249488831,2.7572667598724365
