epoch,epoch_duration,loss,total_time,val_loss
0,87.34661340713501,12.975672721862793,95.83774781227112,11.241533279418945
1,1.8811981678009033,10.874626159667969,103.21658539772034,9.252569198608398
2,1.8746774196624756,9.351905822753906,105.1073100566864,7.602537631988525
3,1.8689672946929932,7.658331394195557,107.65522742271423,6.328330039978027
4,1.8356783390045166,6.564787864685059,109.51050567626953,5.377551555633545
5,1.8373630046844482,5.708012580871582,112.06897377967834,4.5797319412231445
6,1.835261583328247,5.062627792358398,113.92350602149963,3.826963424682617
7,1.844794511795044,4.317573547363281,115.78524231910706,3.0907113552093506
8,1.9222755432128906,3.62321138381958,118.41714119911194,2.375654935836792
9,1.835402250289917,3.028174877166748,120.89157462120056,1.7082903385162354
10,1.8606436252593994,2.4070355892181396,123.4698269367218,1.1696093082427979
11,1.8442049026489258,1.877589464187622,126.00755643844604,0.8243762850761414
12,1.8423285484313965,1.5225579738616943,127.86835098266602,0.6396457552909851
13,2.043020725250244,1.2365844249725342,130.6210231781006,0.5539669990539551
14,1.8972125053405762,1.0920000076293945,132.54292154312134,0.514022946357727
15,1.8669648170471191,1.0272961854934692,135.0737144947052,0.49430933594703674
16,1.8564887046813965,0.9520271420478821,136.94693803787231,0.4828900396823883
17,1.8643591403961182,0.8925169706344604,138.8279628753662,0.4754300117492676
18,1.8606441020965576,0.837964653968811,140.706369638443,0.4694291949272156
19,1.9170880317687988,0.7224529981613159,142.64074754714966,0.46397510170936584
20,2.06398868560791,0.7103163599967957,144.72879791259766,0.4591386318206787
21,2.024703025817871,0.6842366456985474,146.77023363113403,0.4541781544685364
22,1.8696098327636719,0.6590842008590698,148.65717577934265,0.44892415404319763
23,1.8702969551086426,0.6234486103057861,150.5500259399414,0.44346293807029724
24,1.877192497253418,0.6406140327453613,153.11020398139954,0.43779683113098145
25,1.9190278053283691,0.6040905714035034,155.04669070243835,0.4320480227470398
26,1.899672031402588,0.5998947620391846,157.58060383796692,0.4259415566921234
27,1.8869996070861816,0.5891728401184082,159.4858787059784,0.4196910858154297
28,1.8876667022705078,0.5616009831428528,162.03977632522583,0.41326403617858887
29,1.8823058605194092,0.5653384923934937,163.93845558166504,0.40656790137290955
30,1.902101755142212,0.5622109770774841,165.85717844963074,0.3996625542640686
31,1.9451241493225098,0.5448659062385559,168.45369505882263,0.39272385835647583
32,1.8910613059997559,0.5333465933799744,170.36131811141968,0.3859778046607971
33,1.893052577972412,0.5273295640945435,172.27322435379028,0.3794107735157013
34,1.8953769207000732,0.5080562829971313,174.18593096733093,0.37278351187705994
35,1.9100000858306885,0.4877951741218567,176.11323022842407,0.3664325773715973
36,1.9358406066894531,0.48334217071533203,178.6926395893097,0.3601645231246948
37,1.9416589736938477,0.49061331152915955,181.25323820114136,0.35399532318115234
38,1.904576301574707,0.43748360872268677,183.1753659248352,0.3480357825756073
39,1.8960559368133545,0.45350632071495056,185.08864641189575,0.34213894605636597
40,1.9181535243988037,0.4427441656589508,187.02381467819214,0.3363124430179596
41,1.9022636413574219,0.4634610116481781,189.56049513816833,0.3304605782032013
42,1.9758033752441406,0.4384015202522278,192.18724632263184,0.32485491037368774
43,1.9323737621307373,0.4291168749332428,194.1440908908844,0.31920427083969116
44,2.0525758266448975,0.448314905166626,196.2149052619934,0.31376561522483826
45,1.911684274673462,0.4143548011779785,198.62684988975525,0.30855923891067505
46,1.9074606895446777,0.39698830246925354,201.17757534980774,0.3035496771335602
47,2.054044723510742,0.40641316771507263,203.24808359146118,0.29875901341438293
48,1.9745829105377197,0.3842256963253021,205.24314165115356,0.2941283583641052
49,1.9096894264221191,0.3997725248336792,207.73382234573364,0.2896158695220947
50,1.9163835048675537,0.39052069187164307,209.66705513000488,0.2852543294429779
51,1.9144554138183594,0.38139697909355164,211.59845328330994,0.28086334466934204
52,1.9178154468536377,0.3896351456642151,213.53480052947998,0.27646732330322266
53,1.9529409408569336,0.36800622940063477,216.12348675727844,0.27218297123908997
54,1.9860808849334717,0.35701224207878113,218.13219285011292,0.26804155111312866
