epoch,epoch_duration,loss,total_time,val_loss
0,43.17148399353027,13.769392967224121,48.96691155433655,13.294788360595703
1,2.2602131366729736,12.432384490966797,53.416332721710205,12.06765079498291
2,2.1081528663635254,11.842035293579102,55.53954291343689,11.011659622192383
3,2.1100292205810547,11.04953670501709,57.66505408287048,10.052560806274414
4,2.1363608837127686,10.477884292602539,60.24024772644043,9.132123947143555
5,2.791175127029419,9.444387435913086,63.046870470047,8.233621597290039
6,2.5802199840545654,8.65108871459961,67.94574737548828,7.364394187927246
7,2.2061922550201416,7.937680244445801,72.68270349502563,6.552155017852783
8,2.2870748043060303,6.9861907958984375,75.31419682502747,5.8072967529296875
9,2.2808873653411865,6.494551658630371,77.85959982872009,5.117691516876221
10,2.1486289501190186,5.849770545959473,80.0231466293335,4.470521926879883
11,2.145665168762207,5.391185760498047,82.57006907463074,3.8716630935668945
12,2.1567764282226562,4.790246486663818,84.74414491653442,3.313760757446289
13,2.239431381225586,4.240379810333252,86.99935245513916,2.7999844551086426
14,2.2392756938934326,3.7115306854248047,89.55083918571472,2.3385164737701416
15,2.1729493141174316,3.502965211868286,92.03596115112305,1.9377014636993408
16,2.186739921569824,3.06827449798584,94.23738265037537,1.5958383083343506
0,44.435283184051514,11.749944686889648,48.416348695755005,11.188965797424316
1,2.2744224071502686,10.868195533752441,52.381279706954956,10.076009750366211
2,2.244154214859009,10.29576301574707,54.90181112289429,9.091667175292969
3,2.3718910217285156,9.517683029174805,57.58076596260071,8.192340850830078
4,2.335160493850708,8.422182083129883,60.095040798187256,7.336887359619141
5,2.240237236022949,7.698818683624268,62.551833629608154,6.52305793762207
6,2.247265577316284,6.954883575439453,64.81500625610352,5.751010894775391
7,2.2616384029388428,6.31820011138916,67.3784351348877,5.044654369354248
8,2.87577748298645,5.751957416534424,70.26989841461182,4.408052921295166
9,2.3430893421173096,4.989326477050781,72.63862872123718,3.837204694747925
10,2.2627201080322266,4.7971882820129395,74.91683673858643,3.316606044769287
11,2.2604877948760986,4.347410678863525,77.19254899024963,2.846757650375366
12,2.3108105659484863,3.5955862998962402,79.79237294197083,2.4385759830474854
13,2.4071292877197266,3.475931167602539,82.21552896499634,2.091115951538086
14,2.4923627376556396,2.984846591949463,84.85095405578613,1.800853967666626
